date,currency,type,rate
2017-02-21,EUR,Official,116.5246
2017-02-22,EUR,Black Market,187.0
2017-02-22,EUR,Official,116.0674
2017-02-23,EUR,Black Market,187.0
2017-02-23,EUR,Official,116.4469
2017-02-24,EUR,Black Market,187.0
2017-02-24,EUR,Official,116.6686
2017-02-25,EUR,Black Market,187.0
2017-02-26,EUR,Black Market,187.0
2017-02-27,EUR,Black Market,187.0
2017-02-27,EUR,Official,116.5613
2017-02-28,EUR,Black Market,187.0
2017-02-28,EUR,Official,116.6239
2017-03-01,EUR,Black Market,187.5
2017-03-01,EUR,Official,116.2751
2017-03-02,EUR,Black Market,187.5
2017-03-02,EUR,Official,116.3794
2017-03-03,EUR,Black Market,187.5
2017-03-03,EUR,Official,116.2401
2017-03-04,EUR,Black Market,187.5
2017-03-05,EUR,Black Market,187.5
2017-03-06,EUR,Black Market,187.5
2017-03-06,EUR,Official,116.7947
2017-03-07,EUR,Black Market,187.5
2017-03-07,EUR,Official,116.8115
2017-03-08,EUR,Black Market,187.5
2017-03-08,EUR,Official,116.5651
2017-03-09,EUR,Black Market,187.5
2017-03-09,EUR,Official,116.3792
2017-03-10,EUR,Black Market,187.5
2017-03-10,EUR,Official,116.8461
2017-03-11,EUR,Black Market,187.5
2017-03-12,EUR,Black Market,187.5
2017-03-13,EUR,Black Market,187.5
2017-03-13,EUR,Official,117.422
2017-03-14,EUR,Black Market,187.5
2017-03-14,EUR,Official,117.0857
2017-03-15,EUR,Black Market,187.5
2017-03-15,EUR,Official,117.0255
2017-03-16,EUR,Black Market,187.5
2017-03-16,EUR,Official,117.7351
2017-03-17,EUR,Black Market,187.5
2017-03-17,EUR,Official,117.8204
2017-03-18,EUR,Black Market,187.5
2017-03-19,EUR,Black Market,187.5
2017-03-20,EUR,Black Market,187.5
2017-03-20,EUR,Official,117.8581
2017-03-21,EUR,Black Market,187.5
2017-03-21,EUR,Official,118.035
2017-03-22,EUR,Black Market,187.5
2017-03-22,EUR,Official,118.1812
2017-03-23,EUR,Black Market,187.5
2017-03-23,EUR,Official,118.0448
2017-03-24,EUR,Black Market,187.5
2017-03-24,EUR,Official,117.9938
2017-03-25,EUR,Black Market,187.5
2017-03-26,EUR,Black Market,187.5
2017-03-27,EUR,Black Market,187.5
2017-03-27,EUR,Official,118.709
2017-03-28,EUR,Black Market,187.5
2017-03-28,EUR,Official,118.7077
2017-03-29,EUR,Black Market,187.5
2017-03-29,EUR,Official,118.2459
2017-03-30,EUR,Black Market,188.0
2017-03-30,EUR,Official,117.9313
2017-03-31,EUR,Black Market,188.0
2017-03-31,EUR,Official,117.627
2017-04-01,EUR,Black Market,188.0
2017-04-02,EUR,Black Market,188.0
2017-04-03,EUR,Black Market,188.0
2017-04-03,EUR,Official,117.4648
2017-04-04,EUR,Black Market,188.0
2017-04-04,EUR,Official,117.3809
2017-04-05,EUR,Black Market,188.0
2017-04-05,EUR,Official,117.532
2017-04-06,EUR,Black Market,188.0
2017-04-06,EUR,Official,117.3514
2017-04-07,EUR,Black Market,188.0
2017-04-07,EUR,Official,117.2934
2017-04-08,EUR,Black Market,188.0
2017-04-09,EUR,Black Market,188.0
2017-04-10,EUR,Black Market,188.0
2017-04-10,EUR,Official,116.9733
2017-04-11,EUR,Black Market,188.0
2017-04-11,EUR,Official,116.9681
2017-04-12,EUR,Black Market,188.0
2017-04-12,EUR,Official,117.1509
2017-04-13,EUR,Black Market,188.0
2017-04-13,EUR,Official,117.3097
2017-04-14,EUR,Black Market,188.0
2017-04-14,EUR,Official,117.1628
2017-04-15,EUR,Black Market,188.0
2017-04-16,EUR,Black Market,188.0
2017-04-17,EUR,Black Market,188.0
2017-04-17,EUR,Official,117.2903
2017-04-18,EUR,Black Market,188.0
2017-04-18,EUR,Official,117.3549
2017-04-19,EUR,Black Market,188.0
2017-04-19,EUR,Official,117.9043
2017-04-20,EUR,Black Market,188.0
2017-04-20,EUR,Official,118.0859
2017-04-21,EUR,Black Market,188.0
2017-04-21,EUR,Official,117.835
2017-04-22,EUR,Black Market,188.0
2017-04-23,EUR,Black Market,188.0
2017-04-24,EUR,Black Market,188.0
2017-04-24,EUR,Official,118.8114
2017-04-25,EUR,Black Market,188.0
2017-04-25,EUR,Official,118.9527
2017-04-26,EUR,Black Market,188.0
2017-04-26,EUR,Official,119.1765
2017-04-27,EUR,Black Market,188.0
2017-04-27,EUR,Official,119.2155
2017-04-28,EUR,Black Market,188.5
2017-04-28,EUR,Official,119.0576
2017-04-29,EUR,Black Market,189.0
2017-04-30,EUR,Black Market,189.0
2017-05-01,EUR,Black Market,189.5
2017-05-01,EUR,Official,119.1236
2017-05-02,EUR,Black Market,189.5
2017-05-02,EUR,Official,119.2583
2017-05-03,EUR,Black Market,189.5
2017-05-03,EUR,Official,119.2634
2017-05-04,EUR,Black Market,189.5
2017-05-04,EUR,Official,119.2733
2017-05-05,EUR,Black Market,189.5
2017-05-05,EUR,Official,119.7943
2017-05-06,EUR,Black Market,189.5
2017-05-07,EUR,Black Market,189.5
2017-05-08,EUR,Black Market,189.5
2017-05-08,EUR,Official,119.6731
2017-05-09,EUR,Black Market,189.5
2017-05-09,EUR,Official,119.43
2017-05-10,EUR,Black Market,189.5
2017-05-10,EUR,Official,119.2216
2017-05-11,EUR,Black Market,189.5
2017-05-11,EUR,Official,119.1924
2017-05-12,EUR,Black Market,189.5
2017-05-12,EUR,Official,119.0565
2017-05-13,EUR,Black Market,189.5
2017-05-14,EUR,Black Market,189.5
2017-05-15,EUR,Black Market,189.5
2017-05-15,EUR,Official,119.6026
2017-05-16,EUR,Black Market,189.5
2017-05-16,EUR,Official,120.2382
2017-05-17,EUR,Black Market,189.5
2017-05-17,EUR,Official,120.6695
2017-05-18,EUR,Black Market,189.5
2017-05-18,EUR,Official,120.9726
2017-05-19,EUR,Black Market,189.5
2017-05-19,EUR,Official,121.0212
2017-05-20,EUR,Black Market,189.5
2017-05-21,EUR,Black Market,189.5
2017-05-22,EUR,Black Market,189.5
2017-05-22,EUR,Official,121.2023
2017-05-23,EUR,Black Market,189.5
2017-05-23,EUR,Official,121.7761
2017-05-24,EUR,Black Market,189.5
2017-05-24,EUR,Official,121.3297
2017-05-25,EUR,Black Market,189.5
2017-05-25,EUR,Official,121.7544
2017-05-26,EUR,Black Market,189.5
2017-05-26,EUR,Official,121.6567
2017-05-27,EUR,Black Market,189.5
2017-05-28,EUR,Black Market,189.5
2017-05-29,EUR,Black Market,190.0
2017-05-29,EUR,Official,121.3731
2017-05-30,EUR,Black Market,190.0
2017-05-30,EUR,Official,121.1105
2017-05-31,EUR,Black Market,190.0
2017-05-31,EUR,Official,121.3675
2017-06-01,EUR,Black Market,190.0
2017-06-01,EUR,Official,121.6999
2017-06-02,EUR,Black Market,190.0
2017-06-02,EUR,Official,121.6021
2017-06-03,EUR,Black Market,190.0
2017-06-04,EUR,Black Market,190.0
2017-06-05,EUR,Black Market,190.0
2017-06-05,EUR,Official,121.9655
2017-06-06,EUR,Black Market,190.0
2017-06-06,EUR,Official,121.8248
2017-06-07,EUR,Black Market,190.0
2017-06-07,EUR,Official,121.8682
2017-06-08,EUR,Black Market,190.0
2017-06-08,EUR,Official,121.8357
2017-06-09,EUR,Black Market,190.0
2017-06-09,EUR,Official,121.4219
2017-06-10,EUR,Black Market,190.0
2017-06-11,EUR,Black Market,190.0
2017-06-12,EUR,Black Market,190.0
2017-06-12,EUR,Official,121.64
2017-06-13,EUR,Black Market,190.0
2017-06-13,EUR,Official,121.6185
2017-06-14,EUR,Black Market,190.0
2017-06-14,EUR,Official,121.549
2017-06-15,EUR,Black Market,190.0
2017-06-15,EUR,Official,121.4277
2017-06-16,EUR,Black Market,190.0
2017-06-16,EUR,Official,121.3019
2017-06-17,EUR,Black Market,190.0
2017-06-18,EUR,Black Market,190.0
2017-06-19,EUR,Black Market,190.0
2017-06-19,EUR,Official,121.4388
2017-06-20,EUR,Black Market,190.0
2017-06-20,EUR,Official,121.2087
2017-06-21,EUR,Black Market,190.0
2017-06-21,EUR,Official,121.0874
2017-06-22,EUR,Black Market,190.0
2017-06-22,EUR,Official,121.307
2017-06-23,EUR,Black Market,190.0
2017-06-23,EUR,Official,121.3894
2017-06-24,EUR,Black Market,190.0
2017-06-25,EUR,Black Market,190.0
2017-06-26,EUR,Black Market,190.0
2017-06-26,EUR,Official,121.4658
2017-06-27,EUR,Black Market,190.0
2017-06-27,EUR,Official,121.4275
2017-06-28,EUR,Black Market,191.5
2017-06-28,EUR,Official,122.9369
2017-06-29,EUR,Black Market,192.5
2017-06-29,EUR,Official,123.2025
2017-06-30,EUR,Black Market,193.5
2017-06-30,EUR,Official,123.0576
2017-07-01,EUR,Black Market,194.5
2017-07-02,EUR,Black Market,194.5
2017-07-03,EUR,Black Market,194.5
2017-07-03,EUR,Official,122.8816
2017-07-04,EUR,Black Market,194.5
2017-07-04,EUR,Official,122.705
2017-07-05,EUR,Black Market,194.5
2017-07-05,EUR,Official,122.6731
2017-07-06,EUR,Black Market,194.5
2017-07-06,EUR,Official,122.6678
2017-07-07,EUR,Black Market,194.5
2017-07-07,EUR,Official,123.4735
2017-07-08,EUR,Black Market,194.5
2017-07-09,EUR,Black Market,194.5
2017-07-10,EUR,Black Market,194.5
2017-07-10,EUR,Official,123.3931
2017-07-11,EUR,Black Market,194.5
2017-07-11,EUR,Official,124.3936
2017-07-12,EUR,Black Market,194.5
2017-07-12,EUR,Official,124.9286
2017-07-13,EUR,Black Market,194.5
2017-07-13,EUR,Official,124.7652
2017-07-14,EUR,Black Market,194.5
2017-07-14,EUR,Official,124.8303
2017-07-15,EUR,Black Market,194.5
2017-07-16,EUR,Black Market,194.5
2017-07-17,EUR,Black Market,194.5
2017-07-17,EUR,Official,124.9808
2017-07-18,EUR,Black Market,194.5
2017-07-18,EUR,Official,125.3185
2017-07-19,EUR,Black Market,194.5
2017-07-19,EUR,Official,125.5955
2017-07-20,EUR,Black Market,194.5
2017-07-20,EUR,Official,125.4831
2017-07-21,EUR,Black Market,194.5
2017-07-21,EUR,Official,126.6176
2017-07-22,EUR,Black Market,194.5
2017-07-23,EUR,Black Market,194.5
2017-07-24,EUR,Black Market,194.5
2017-07-24,EUR,Official,126.7868
2017-07-25,EUR,Black Market,194.5
2017-07-25,EUR,Official,126.7019
2017-07-26,EUR,Black Market,194.5
2017-07-26,EUR,Official,126.5721
2017-07-27,EUR,Black Market,194.5
2017-07-27,EUR,Official,127.1423
2017-07-28,EUR,Black Market,194.0
2017-07-28,EUR,Official,126.8156
2017-07-29,EUR,Black Market,193.0
2017-07-30,EUR,Black Market,192.5
2017-07-31,EUR,Black Market,191.5
2017-07-31,EUR,Official,127.1461
2017-08-01,EUR,Black Market,191.0
2017-08-01,EUR,Official,128.1127
2017-08-02,EUR,Black Market,191.0
2017-08-02,EUR,Official,128.0794
2017-08-03,EUR,Black Market,191.0
2017-08-03,EUR,Official,128.4664
2017-08-04,EUR,Black Market,191.0
2017-08-04,EUR,Official,128.7837
2017-08-05,EUR,Black Market,191.0
2017-08-06,EUR,Black Market,191.0
2017-08-07,EUR,Black Market,191.0
2017-08-07,EUR,Official,128.8993
2017-08-08,EUR,Black Market,191.0
2017-08-08,EUR,Official,128.954
2017-08-09,EUR,Black Market,191.0
2017-08-09,EUR,Official,128.5282
2017-08-10,EUR,Black Market,191.0
2017-08-10,EUR,Official,128.5907
2017-08-11,EUR,Black Market,191.0
2017-08-11,EUR,Official,128.813
2017-08-12,EUR,Black Market,191.0
2017-08-13,EUR,Black Market,191.0
2017-08-14,EUR,Black Market,191.0
2017-08-14,EUR,Official,129.1303
2017-08-15,EUR,Black Market,191.0
2017-08-15,EUR,Official,128.7891
2017-08-16,EUR,Black Market,191.0
2017-08-16,EUR,Official,128.5598
2017-08-17,EUR,Black Market,191.0
2017-08-17,EUR,Official,129.1001
2017-08-18,EUR,Black Market,191.0
2017-08-18,EUR,Official,128.9118
2017-08-19,EUR,Black Market,191.0
2017-08-20,EUR,Black Market,191.0
2017-08-21,EUR,Black Market,191.0
2017-08-21,EUR,Official,129.0565
2017-08-22,EUR,Black Market,191.0
2017-08-22,EUR,Official,129.4483
2017-08-23,EUR,Black Market,191.0
2017-08-23,EUR,Official,129.1913
2017-08-24,EUR,Black Market,191.0
2017-08-24,EUR,Official,129.4872
2017-08-25,EUR,Black Market,191.0
2017-08-25,EUR,Official,129.3915
2017-08-26,EUR,Black Market,191.0
2017-08-27,EUR,Black Market,191.0
2017-08-28,EUR,Black Market,191.5
2017-08-28,EUR,Official,130.1302
2017-08-29,EUR,Black Market,192.5
2017-08-29,EUR,Official,131.5595
2017-08-30,EUR,Black Market,193.0
2017-08-30,EUR,Official,131.9338
2017-08-31,EUR,Black Market,194.0
2017-08-31,EUR,Official,131.5653
2017-09-01,EUR,Black Market,194.5
2017-09-01,EUR,Official,132.019
2017-09-02,EUR,Black Market,194.5
2017-09-03,EUR,Black Market,194.5
2017-09-04,EUR,Black Market,194.5
2017-09-04,EUR,Official,131.8517
2017-09-05,EUR,Black Market,194.5
2017-09-05,EUR,Official,131.9308
2017-09-06,EUR,Black Market,194.5
2017-09-06,EUR,Official,132.1359
2017-09-07,EUR,Black Market,194.5
2017-09-07,EUR,Official,132.2099
2017-09-08,EUR,Black Market,194.5
2017-09-08,EUR,Official,133.1247
2017-09-09,EUR,Black Market,194.5
2017-09-10,EUR,Black Market,194.5
2017-09-11,EUR,Black Market,194.5
2017-09-11,EUR,Official,132.9441
2017-09-12,EUR,Black Market,194.5
2017-09-12,EUR,Official,132.7724
2017-09-13,EUR,Black Market,194.5
2017-09-13,EUR,Official,132.874
2017-09-14,EUR,Black Market,194.5
2017-09-14,EUR,Official,132.3856
2017-09-15,EUR,Black Market,194.5
2017-09-15,EUR,Official,132.3961
2017-09-16,EUR,Black Market,194.5
2017-09-17,EUR,Black Market,194.5
2017-09-18,EUR,Black Market,194.5
2017-09-18,EUR,Official,132.6609
2017-09-19,EUR,Black Market,194.5
2017-09-19,EUR,Official,133.1675
2017-09-20,EUR,Black Market,194.5
2017-09-20,EUR,Official,133.5098
2017-09-21,EUR,Black Market,194.5
2017-09-21,EUR,Official,133.3158
2017-09-22,EUR,Black Market,194.5
2017-09-22,EUR,Official,134.0022
2017-09-23,EUR,Black Market,194.5
2017-09-24,EUR,Black Market,194.5
2017-09-25,EUR,Black Market,194.5
2017-09-25,EUR,Official,133.8237
2017-09-26,EUR,Black Market,194.5
2017-09-26,EUR,Official,133.6623
2017-09-27,EUR,Black Market,194.5
2017-09-27,EUR,Official,133.1684
2017-09-28,EUR,Black Market,196.5
2017-09-28,EUR,Official,132.9485
2017-09-29,EUR,Black Market,199.0
2017-09-29,EUR,Official,133.3078
2017-09-30,EUR,Black Market,201.0
2017-10-01,EUR,Black Market,203.5
2017-10-02,EUR,Black Market,203.5
2017-10-02,EUR,Official,132.9712
2017-10-03,EUR,Black Market,203.5
2017-10-03,EUR,Official,132.8286
2017-10-04,EUR,Black Market,203.5
2017-10-04,EUR,Official,133.1746
2017-10-05,EUR,Black Market,203.5
2017-10-05,EUR,Official,133.1699
2017-10-06,EUR,Black Market,203.5
2017-10-06,EUR,Official,132.8715
2017-10-07,EUR,Black Market,203.5
2017-10-08,EUR,Black Market,203.5
2017-10-09,EUR,Black Market,203.5
2017-10-09,EUR,Official,133.3097
2017-10-10,EUR,Black Market,203.5
2017-10-10,EUR,Official,133.4945
2017-10-11,EUR,Black Market,203.5
2017-10-11,EUR,Official,134.0281
2017-10-12,EUR,Black Market,203.5
2017-10-12,EUR,Official,134.6148
2017-10-13,EUR,Black Market,203.5
2017-10-13,EUR,Official,134.4058
2017-10-14,EUR,Black Market,203.5
2017-10-15,EUR,Black Market,203.5
2017-10-16,EUR,Black Market,203.5
2017-10-16,EUR,Official,134.3453
2017-10-17,EUR,Black Market,203.5
2017-10-17,EUR,Official,134.4453
2017-10-18,EUR,Black Market,203.5
2017-10-18,EUR,Official,134.3685
2017-10-19,EUR,Black Market,203.5
2017-10-19,EUR,Official,134.7722
2017-10-20,EUR,Black Market,203.5
2017-10-20,EUR,Official,134.7954
2017-10-21,EUR,Black Market,203.5
2017-10-22,EUR,Black Market,203.5
2017-10-23,EUR,Black Market,203.5
2017-10-23,EUR,Official,134.6791
2017-10-24,EUR,Black Market,203.5
2017-10-24,EUR,Official,134.6353
2017-10-25,EUR,Black Market,203.5
2017-10-25,EUR,Official,134.6979
2017-10-26,EUR,Black Market,203.5
2017-10-26,EUR,Official,135.1062
2017-10-27,EUR,Black Market,203.5
2017-10-27,EUR,Official,133.9127
2017-10-28,EUR,Black Market,203.5
2017-10-29,EUR,Black Market,203.5
2017-10-30,EUR,Black Market,203.5
2017-10-30,EUR,Official,133.7551
2017-10-31,EUR,Black Market,203.5
2017-10-31,EUR,Official,133.9669
2017-11-01,EUR,Black Market,203.5
2017-11-01,EUR,Official,133.9849
2017-11-02,EUR,Black Market,203.5
2017-11-02,EUR,Official,133.8778
2017-11-03,EUR,Black Market,203.5
2017-11-03,EUR,Official,134.1558
2017-11-04,EUR,Black Market,203.5
2017-11-05,EUR,Black Market,203.5
2017-11-06,EUR,Black Market,203.5
2017-11-06,EUR,Official,133.8069
2017-11-07,EUR,Black Market,203.5
2017-11-07,EUR,Official,133.7054
2017-11-08,EUR,Black Market,203.5
2017-11-08,EUR,Official,133.7164
2017-11-09,EUR,Black Market,203.5
2017-11-09,EUR,Official,133.7101
2017-11-10,EUR,Black Market,203.5
2017-11-10,EUR,Official,133.9573
2017-11-11,EUR,Black Market,203.5
2017-11-12,EUR,Black Market,203.5
2017-11-13,EUR,Black Market,203.5
2017-11-13,EUR,Official,134.0814
2017-11-14,EUR,Black Market,203.5
2017-11-14,EUR,Official,134.2393
2017-11-15,EUR,Black Market,203.5
2017-11-15,EUR,Official,135.4356
2017-11-16,EUR,Black Market,203.5
2017-11-16,EUR,Official,135.1967
2017-11-17,EUR,Black Market,203.5
2017-11-17,EUR,Official,135.1676
2017-11-18,EUR,Black Market,203.5
2017-11-19,EUR,Black Market,203.5
2017-11-20,EUR,Black Market,203.5
2017-11-20,EUR,Official,134.8395
2017-11-21,EUR,Black Market,203.5
2017-11-21,EUR,Official,134.9344
2017-11-22,EUR,Black Market,203.5
2017-11-22,EUR,Official,134.9673
2017-11-23,EUR,Black Market,203.5
2017-11-23,EUR,Official,135.7556
2017-11-24,EUR,Black Market,203.5
2017-11-24,EUR,Official,135.9284
2017-11-25,EUR,Black Market,203.5
2017-11-26,EUR,Black Market,203.5
2017-11-27,EUR,Black Market,203.5
2017-11-27,EUR,Official,136.4668
2017-11-28,EUR,Black Market,204.0
2017-11-28,EUR,Official,136.5495
2017-11-29,EUR,Black Market,204.5
2017-11-29,EUR,Official,136.2307
2017-11-30,EUR,Black Market,205.0
2017-11-30,EUR,Official,136.2932
2017-12-01,EUR,Black Market,205.0
2017-12-01,EUR,Official,136.5624
2017-12-02,EUR,Black Market,205.0
2017-12-03,EUR,Black Market,205.0
2017-12-04,EUR,Black Market,205.0
2017-12-04,EUR,Official,136.4
2017-12-05,EUR,Black Market,205.0
2017-12-05,EUR,Official,136.3563
2017-12-06,EUR,Black Market,205.0
2017-12-06,EUR,Official,136.0967
2017-12-07,EUR,Black Market,205.0
2017-12-07,EUR,Official,135.9219
2017-12-08,EUR,Black Market,205.0
2017-12-08,EUR,Official,135.6785
2017-12-09,EUR,Black Market,205.0
2017-12-10,EUR,Black Market,205.0
2017-12-11,EUR,Black Market,205.0
2017-12-11,EUR,Official,135.814
2017-12-12,EUR,Black Market,205.0
2017-12-12,EUR,Official,135.8471
2017-12-13,EUR,Black Market,205.0
2017-12-13,EUR,Official,135.6978
2017-12-14,EUR,Black Market,205.0
2017-12-14,EUR,Official,136.2444
2017-12-15,EUR,Black Market,205.0
2017-12-15,EUR,Official,135.8899
2017-12-16,EUR,Black Market,205.0
2017-12-17,EUR,Black Market,205.0
2017-12-18,EUR,Black Market,205.0
2017-12-18,EUR,Official,136.0173
2017-12-19,EUR,Black Market,205.0
2017-12-19,EUR,Official,136.2175
2017-12-20,EUR,Black Market,205.0
2017-12-20,EUR,Official,136.5546
2017-12-21,EUR,Black Market,205.0
2017-12-21,EUR,Official,136.7714
2017-12-22,EUR,Black Market,205.0
2017-12-22,EUR,Official,136.6027
2017-12-23,EUR,Black Market,205.0
2017-12-24,EUR,Black Market,205.0
2017-12-25,EUR,Black Market,205.0
2017-12-25,EUR,Official,136.7962
2017-12-26,EUR,Black Market,205.0
2017-12-26,EUR,Official,136.7688
2017-12-27,EUR,Black Market,205.0
2017-12-27,EUR,Official,136.7567
2017-12-28,EUR,Black Market,205.0
2017-12-28,EUR,Official,137.2438
2017-12-29,EUR,Black Market,205.0
2017-12-29,EUR,Official,137.4883
2017-12-30,EUR,Black Market,204.5
2017-12-31,EUR,Black Market,204.5
2018-01-01,EUR,Black Market,204.0
2018-01-02,EUR,Black Market,204.0
2018-01-02,EUR,Official,138.025
2018-01-03,EUR,Black Market,204.0
2018-01-03,EUR,Official,138.0279
2018-01-04,EUR,Black Market,204.0
2018-01-04,EUR,Official,138.0181
2018-01-05,EUR,Black Market,204.0
2018-01-05,EUR,Official,138.1657
2018-01-06,EUR,Black Market,204.0
2018-01-07,EUR,Black Market,204.0
2018-01-08,EUR,Black Market,204.0
2018-01-08,EUR,Official,137.6994
2018-01-09,EUR,Black Market,204.0
2018-01-09,EUR,Official,137.5143
2018-01-10,EUR,Black Market,204.0
2018-01-10,EUR,Official,137.468
2018-01-11,EUR,Black Market,204.0
2018-01-11,EUR,Official,137.4364
2018-01-12,EUR,Black Market,204.0
2018-01-12,EUR,Official,138.3932
2018-01-13,EUR,Black Market,204.0
2018-01-14,EUR,Black Market,204.0
2018-01-15,EUR,Black Market,204.0
2018-01-15,EUR,Official,139.4121
2018-01-16,EUR,Black Market,204.0
2018-01-16,EUR,Official,139.9379
2018-01-17,EUR,Black Market,204.0
2018-01-17,EUR,Official,139.6091
2018-01-18,EUR,Black Market,204.0
2018-01-18,EUR,Official,139.4537
2018-01-19,EUR,Black Market,204.0
2018-01-19,EUR,Official,139.935
2018-01-20,EUR,Black Market,204.0
2018-01-21,EUR,Black Market,204.0
2018-01-22,EUR,Black Market,204.0
2018-01-22,EUR,Official,139.7323
2018-01-23,EUR,Black Market,204.0
2018-01-23,EUR,Official,139.7903
2018-01-24,EUR,Black Market,204.0
2018-01-24,EUR,Official,140.2308
2018-01-25,EUR,Black Market,204.0
2018-01-25,EUR,Official,140.8736
2018-01-26,EUR,Black Market,204.0
2018-01-26,EUR,Official,141.4093
2018-01-27,EUR,Black Market,204.0
2018-01-28,EUR,Black Market,204.5
2018-01-29,EUR,Black Market,205.0
2018-01-29,EUR,Official,140.8096
2018-01-30,EUR,Black Market,206.0
2018-01-30,EUR,Official,140.4182
2018-01-31,EUR,Black Market,206.5
